Sleep,Macros,TimeRest,Recovery,Fatigue,Readiness,Risk,Soreness,Weight,Volume,RPE
6-8 hours,Deficit,1-2 Days,Poor,Low,Low,Low,Severe,Light (<70% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Maintenance,3+ Days,Optimal,Low,Medium,Low,None,Heavy (>85% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Adequate,High,Low,Critical,Mild,Heavy (>85% 1RM),Low,RPE 8-9 (Hard)
6-8 hours,Deficit,0 Days,Poor,High,Low,Elevated,Severe,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Surplus,1-2 Days,Poor,Low,Medium,Low,Mild,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,1-2 Days,Adequate,Moderate,Medium,Critical,Severe,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,3+ Days,Adequate,Low,Low,Low,None,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Surplus,1-2 Days,Adequate,Moderate,Medium,Critical,None,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
>8 hours,Surplus,3+ Days,Optimal,Low,High,Low,Mild,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Deficit,3+ Days,Adequate,Moderate,Medium,Elevated,Mild,Light (<70% 1RM),Target,RPE 10 (Max)
6-8 hours,Deficit,0 Days,Poor,High,Low,Critical,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Deficit,0 Days,Poor,Low,Medium,Elevated,Mild,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Deficit,1-2 Days,Poor,High,Low,Critical,Severe,Light (<70% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Maintenance,1-2 Days,Poor,Moderate,Low,Low,Severe,Light (<70% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Surplus,3+ Days,Adequate,Low,Medium,Elevated,Mild,Light (<70% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Surplus,0 Days,Poor,High,Low,Critical,Severe,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,0 Days,Poor,High,Low,Critical,Severe,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,0 Days,Poor,Moderate,Low,Elevated,Severe,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
<6 hours,Maintenance,3+ Days,Adequate,Moderate,Medium,Critical,None,Light (<70% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Maintenance,1-2 Days,Poor,Low,Medium,Low,Severe,Working (70-85% 1RM),Target,RPE 10 (Max)
6-8 hours,Maintenance,3+ Days,Adequate,Low,Low,Elevated,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Deficit,1-2 Days,Adequate,Low,High,Elevated,Mild,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Maintenance,0 Days,Poor,High,Low,Critical,Mild,Light (<70% 1RM),Low,RPE 10 (Max)
<6 hours,Deficit,3+ Days,Poor,Moderate,Low,Low,Mild,Light (<70% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Adequate,Moderate,Medium,Elevated,None,Working (70-85% 1RM),Low,RPE 8-9 (Hard)
<6 hours,Deficit,1-2 Days,Poor,Moderate,Low,Low,Severe,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Deficit,3+ Days,Adequate,Low,High,Critical,None,Heavy (>85% 1RM),Low,RPE 10 (Max)
6-8 hours,Surplus,1-2 Days,Adequate,Moderate,Low,Low,None,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Surplus,3+ Days,Optimal,Low,Medium,Low,None,Light (<70% 1RM),Target,RPE 10 (Max)
<6 hours,Surplus,1-2 Days,Adequate,Low,Medium,Low,Mild,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Deficit,1-2 Days,Poor,Low,High,Low,None,Heavy (>85% 1RM),Target,RPE 10 (Max)
6-8 hours,Maintenance,1-2 Days,Poor,Low,Medium,Low,Severe,Light (<70% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Maintenance,1-2 Days,Poor,Low,Medium,Low,Severe,Heavy (>85% 1RM),Target,RPE 10 (Max)
<6 hours,Maintenance,1-2 Days,Optimal,Moderate,Medium,Critical,None,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Maintenance,3+ Days,Adequate,Low,High,Elevated,Mild,Heavy (>85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Maintenance,1-2 Days,Adequate,Low,Medium,Low,Mild,Working (70-85% 1RM),Target,RPE 10 (Max)
6-8 hours,Maintenance,3+ Days,Adequate,High,Medium,Critical,Mild,Heavy (>85% 1RM),Low,RPE 10 (Max)
<6 hours,Maintenance,3+ Days,Optimal,Low,Medium,Elevated,None,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Surplus,3+ Days,Optimal,High,Medium,Critical,Mild,Heavy (>85% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,3+ Days,Optimal,Low,Medium,Elevated,None,Heavy (>85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Optimal,Low,High,Low,None,Heavy (>85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Maintenance,1-2 Days,Optimal,Low,High,Low,None,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Surplus,1-2 Days,Poor,Low,Low,Low,Severe,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Surplus,1-2 Days,Adequate,Low,High,Low,Mild,Working (70-85% 1RM),High,RPE 8-9 (Hard)
>8 hours,Maintenance,1-2 Days,Adequate,Moderate,Medium,Low,Severe,Light (<70% 1RM),Low,RPE 8-9 (Hard)
<6 hours,Deficit,3+ Days,Adequate,Low,Low,Low,Mild,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Maintenance,0 Days,Adequate,High,Low,Critical,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Surplus,0 Days,Optimal,Moderate,Low,Elevated,Mild,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
>8 hours,Maintenance,1-2 Days,Poor,Low,Medium,Low,None,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
>8 hours,Surplus,3+ Days,Optimal,Moderate,Medium,Elevated,None,Heavy (>85% 1RM),Target,RPE 10 (Max)
6-8 hours,Surplus,1-2 Days,Optimal,Low,High,Elevated,Mild,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Deficit,0 Days,Poor,High,Low,Critical,Mild,Heavy (>85% 1RM),Low,RPE 8-9 (Hard)
6-8 hours,Maintenance,3+ Days,Optimal,Low,High,Elevated,None,Heavy (>85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Surplus,3+ Days,Optimal,Low,Low,Low,None,Light (<70% 1RM),Target,RPE 8-9 (Hard)
>8 hours,Surplus,1-2 Days,Optimal,Moderate,Medium,Elevated,None,Heavy (>85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Deficit,3+ Days,Optimal,Moderate,Medium,Low,None,Working (70-85% 1RM),Target,RPE 10 (Max)
6-8 hours,Surplus,3+ Days,Optimal,Low,Medium,Low,None,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Surplus,0 Days,Adequate,High,Medium,Critical,Mild,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Adequate,Low,Low,Elevated,Mild,Light (<70% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Surplus,1-2 Days,Adequate,High,Medium,Critical,None,Light (<70% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Deficit,3+ Days,Adequate,Low,Low,Low,Mild,Light (<70% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Maintenance,3+ Days,Adequate,Low,High,Low,None,Heavy (>85% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Surplus,3+ Days,Optimal,Moderate,Medium,Low,None,Heavy (>85% 1RM),Target,RPE 8-9 (Hard)
>8 hours,Maintenance,3+ Days,Optimal,Low,High,Low,None,Light (<70% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Deficit,1-2 Days,Poor,Moderate,Low,Critical,Severe,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Adequate,Moderate,Low,Low,Severe,Heavy (>85% 1RM),Target,RPE 10 (Max)
6-8 hours,Surplus,1-2 Days,Poor,Low,Low,Elevated,Mild,Light (<70% 1RM),Low,RPE 8-9 (Hard)
>8 hours,Deficit,1-2 Days,Optimal,Low,Medium,Critical,None,Heavy (>85% 1RM),Low,RPE 10 (Max)
6-8 hours,Surplus,3+ Days,Optimal,Low,High,Low,None,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
>8 hours,Deficit,1-2 Days,Adequate,Low,Medium,Low,None,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,3+ Days,Adequate,Low,Low,Low,Mild,Light (<70% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Deficit,1-2 Days,Poor,Moderate,Low,Elevated,None,Light (<70% 1RM),Target,RPE 8-9 (Hard)
>8 hours,Maintenance,1-2 Days,Adequate,Low,Low,Low,Severe,Light (<70% 1RM),High,RPE 6-7 (Easy)
6-8 hours,Maintenance,0 Days,Adequate,Low,Medium,Low,None,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,0 Days,Poor,Moderate,Low,Low,Severe,Light (<70% 1RM),High,RPE 10 (Max)
>8 hours,Deficit,0 Days,Poor,Low,Low,Low,Severe,Light (<70% 1RM),High,RPE 8-9 (Hard)
<6 hours,Maintenance,1-2 Days,Poor,Moderate,Medium,Elevated,Severe,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Surplus,3+ Days,Optimal,Low,High,Low,Mild,Working (70-85% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Deficit,3+ Days,Optimal,Low,High,Elevated,None,Heavy (>85% 1RM),Low,RPE 8-9 (Hard)
>8 hours,Deficit,1-2 Days,Adequate,Low,Medium,Low,Mild,Heavy (>85% 1RM),High,RPE 10 (Max)
>8 hours,Maintenance,1-2 Days,Poor,High,Low,Low,Severe,Light (<70% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Maintenance,1-2 Days,Adequate,Low,Medium,Low,None,Heavy (>85% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Deficit,3+ Days,Poor,Low,Low,Low,Severe,Light (<70% 1RM),Target,RPE 8-9 (Hard)
<6 hours,Surplus,3+ Days,Poor,Low,Low,Low,Severe,Working (70-85% 1RM),Low,RPE 10 (Max)
>8 hours,Maintenance,3+ Days,Optimal,Low,High,Low,None,Heavy (>85% 1RM),High,RPE 8-9 (Hard)
<6 hours,Surplus,3+ Days,Adequate,Moderate,Medium,Elevated,Mild,Working (70-85% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Maintenance,3+ Days,Adequate,Low,Medium,Elevated,Mild,Heavy (>85% 1RM),Low,RPE 8-9 (Hard)
6-8 hours,Deficit,3+ Days,Adequate,Low,Low,Low,Mild,Working (70-85% 1RM),Target,RPE 10 (Max)
<6 hours,Maintenance,3+ Days,Adequate,Low,High,Low,Severe,Heavy (>85% 1RM),Target,RPE 10 (Max)
>8 hours,Deficit,1-2 Days,Optimal,Low,High,Low,None,Heavy (>85% 1RM),Target,RPE 8-9 (Hard)
<6 hours,Surplus,3+ Days,Adequate,Moderate,Low,Elevated,None,Light (<70% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Deficit,1-2 Days,Poor,Low,Medium,Low,Severe,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Deficit,1-2 Days,Poor,Low,Low,Low,Mild,Light (<70% 1RM),Target,RPE 8-9 (Hard)
<6 hours,Maintenance,1-2 Days,Poor,Low,Medium,Low,Severe,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,1-2 Days,Adequate,Moderate,Low,Low,Mild,Working (70-85% 1RM),Low,RPE 10 (Max)
>8 hours,Maintenance,1-2 Days,Adequate,Moderate,Low,Low,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,3+ Days,Adequate,Low,Medium,Low,None,Light (<70% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Maintenance,1-2 Days,Optimal,Low,High,Low,None,Heavy (>85% 1RM),Target,RPE 10 (Max)
<6 hours,Surplus,3+ Days,Adequate,Low,Low,Low,Mild,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Deficit,0 Days,Poor,High,Medium,Critical,Severe,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Surplus,3+ Days,Optimal,Moderate,Medium,Critical,None,Light (<70% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,3+ Days,Adequate,Low,High,Low,Mild,Heavy (>85% 1RM),Target,RPE 8-9 (Hard)
<6 hours,Surplus,1-2 Days,Adequate,High,Low,Elevated,Mild,Light (<70% 1RM),Low,RPE 10 (Max)
6-8 hours,Deficit,0 Days,Poor,High,Low,Critical,Severe,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Deficit,1-2 Days,Poor,Moderate,Low,Elevated,Severe,Light (<70% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Deficit,1-2 Days,Adequate,Moderate,Low,Low,Mild,Light (<70% 1RM),Low,RPE 10 (Max)
<6 hours,Surplus,3+ Days,Poor,Low,Low,Low,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Maintenance,1-2 Days,Poor,Moderate,Low,Elevated,Severe,Light (<70% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Deficit,0 Days,Adequate,High,Low,Critical,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Optimal,Low,Medium,Low,None,Heavy (>85% 1RM),Target,RPE 10 (Max)
>8 hours,Surplus,3+ Days,Optimal,Low,Low,Low,None,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Deficit,1-2 Days,Optimal,Low,High,Low,None,Heavy (>85% 1RM),High,RPE 8-9 (Hard)
<6 hours,Surplus,1-2 Days,Adequate,High,Low,Elevated,Mild,Heavy (>85% 1RM),High,RPE 10 (Max)
6-8 hours,Maintenance,0 Days,Poor,Moderate,Low,Elevated,Severe,Light (<70% 1RM),Low,RPE 10 (Max)
6-8 hours,Surplus,1-2 Days,Poor,Moderate,Low,Low,Severe,Light (<70% 1RM),High,RPE 6-7 (Easy)
6-8 hours,Maintenance,3+ Days,Adequate,Low,Medium,Low,None,Light (<70% 1RM),Target,RPE 8-9 (Hard)
>8 hours,Deficit,1-2 Days,Adequate,Low,Medium,Critical,None,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Maintenance,3+ Days,Optimal,Moderate,Low,Elevated,None,Light (<70% 1RM),Low,RPE 8-9 (Hard)
6-8 hours,Maintenance,1-2 Days,Adequate,Moderate,Low,Critical,None,Light (<70% 1RM),Low,RPE 10 (Max)
6-8 hours,Surplus,1-2 Days,Poor,Low,Medium,Low,Severe,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Surplus,1-2 Days,Optimal,Moderate,Medium,Low,None,Heavy (>85% 1RM),Low,RPE 8-9 (Hard)
6-8 hours,Maintenance,1-2 Days,Poor,High,Low,Critical,Severe,Light (<70% 1RM),Low,RPE 8-9 (Hard)
6-8 hours,Surplus,0 Days,Poor,Moderate,Low,Low,Severe,Light (<70% 1RM),Target,RPE 8-9 (Hard)
>8 hours,Deficit,0 Days,Poor,Moderate,Low,Low,Mild,Working (70-85% 1RM),Target,RPE 10 (Max)
>8 hours,Maintenance,1-2 Days,Poor,High,Low,Critical,Mild,Light (<70% 1RM),High,RPE 8-9 (Hard)
<6 hours,Deficit,1-2 Days,Poor,Low,Low,Low,Severe,Working (70-85% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Deficit,0 Days,Poor,Moderate,Low,Critical,Mild,Heavy (>85% 1RM),Low,RPE 10 (Max)
6-8 hours,Deficit,1-2 Days,Poor,Low,Medium,Low,Severe,Heavy (>85% 1RM),Target,RPE 6-7 (Easy)
>8 hours,Surplus,0 Days,Optimal,High,Medium,Elevated,None,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Maintenance,1-2 Days,Adequate,Low,Medium,Low,None,Working (70-85% 1RM),High,RPE 10 (Max)
6-8 hours,Deficit,1-2 Days,Poor,Moderate,Low,Elevated,Mild,Light (<70% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Deficit,1-2 Days,Poor,Moderate,Low,Low,Severe,Light (<70% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Maintenance,1-2 Days,Adequate,Moderate,High,Low,None,Heavy (>85% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Maintenance,3+ Days,Adequate,Low,Medium,Low,Mild,Working (70-85% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Maintenance,1-2 Days,Poor,Low,Low,Low,Severe,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,1-2 Days,Poor,Low,High,Low,None,Working (70-85% 1RM),High,RPE 10 (Max)
<6 hours,Deficit,1-2 Days,Poor,High,Low,Low,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,1-2 Days,Adequate,High,Low,Elevated,Severe,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Deficit,3+ Days,Adequate,Moderate,Medium,Critical,Mild,Working (70-85% 1RM),Low,RPE 8-9 (Hard)
6-8 hours,Surplus,0 Days,Adequate,High,Low,Elevated,None,Light (<70% 1RM),High,RPE 8-9 (Hard)
>8 hours,Maintenance,3+ Days,Optimal,Low,Medium,Low,None,Light (<70% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Deficit,3+ Days,Poor,Low,High,Low,Severe,Heavy (>85% 1RM),Target,RPE 10 (Max)
6-8 hours,Surplus,1-2 Days,Adequate,Low,Medium,Low,None,Working (70-85% 1RM),High,RPE 10 (Max)
6-8 hours,Maintenance,3+ Days,Optimal,Low,Medium,Low,None,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Deficit,3+ Days,Optimal,Low,High,Low,Mild,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Maintenance,0 Days,Poor,High,Low,Elevated,None,Light (<70% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Surplus,1-2 Days,Poor,Moderate,Low,Elevated,Severe,Light (<70% 1RM),Target,RPE 10 (Max)
<6 hours,Maintenance,1-2 Days,Poor,Low,Low,Low,None,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,3+ Days,Adequate,Low,Medium,Elevated,Mild,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Deficit,1-2 Days,Adequate,Moderate,Medium,Elevated,None,Working (70-85% 1RM),Low,RPE 8-9 (Hard)
6-8 hours,Maintenance,1-2 Days,Adequate,Moderate,Low,Critical,None,Light (<70% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Maintenance,3+ Days,Optimal,Low,Medium,Low,None,Light (<70% 1RM),High,RPE 10 (Max)
6-8 hours,Surplus,1-2 Days,Adequate,Moderate,Medium,Elevated,None,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Deficit,3+ Days,Adequate,Low,Medium,Elevated,None,Light (<70% 1RM),Target,RPE 6-7 (Easy)
>8 hours,Deficit,3+ Days,Adequate,Low,High,Low,Mild,Heavy (>85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Deficit,1-2 Days,Poor,Low,Medium,Low,Mild,Working (70-85% 1RM),Low,RPE 8-9 (Hard)
<6 hours,Maintenance,3+ Days,Adequate,Low,Medium,Low,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Surplus,1-2 Days,Adequate,Low,Low,Elevated,Mild,Working (70-85% 1RM),High,RPE 8-9 (Hard)
6-8 hours,Deficit,1-2 Days,Poor,Moderate,Low,Critical,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Deficit,3+ Days,Poor,High,Low,Critical,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Surplus,0 Days,Adequate,High,Medium,Critical,None,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,1-2 Days,Adequate,Moderate,Medium,Elevated,Mild,Heavy (>85% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Deficit,3+ Days,Poor,Low,Low,Low,Mild,Light (<70% 1RM),Low,RPE 8-9 (Hard)
>8 hours,Surplus,1-2 Days,Optimal,Low,High,Low,Mild,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,3+ Days,Adequate,Moderate,Low,Low,None,Heavy (>85% 1RM),High,RPE 10 (Max)
6-8 hours,Maintenance,3+ Days,Optimal,Moderate,Low,Elevated,None,Light (<70% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Adequate,Low,Low,Low,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,3+ Days,Adequate,Low,High,Low,Mild,Heavy (>85% 1RM),High,RPE 10 (Max)
6-8 hours,Surplus,3+ Days,Optimal,Low,High,Low,None,Heavy (>85% 1RM),High,RPE 10 (Max)
6-8 hours,Maintenance,0 Days,Poor,High,Low,Critical,Severe,Working (70-85% 1RM),Low,RPE 8-9 (Hard)
<6 hours,Maintenance,0 Days,Adequate,Moderate,Low,Critical,Mild,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Adequate,Low,Medium,Low,Mild,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Maintenance,0 Days,Poor,High,Medium,Critical,Severe,Heavy (>85% 1RM),High,RPE 10 (Max)
>8 hours,Maintenance,1-2 Days,Adequate,Moderate,Medium,Low,None,Light (<70% 1RM),High,RPE 8-9 (Hard)
>8 hours,Surplus,1-2 Days,Adequate,Low,Medium,Elevated,None,Heavy (>85% 1RM),Target,RPE 10 (Max)
6-8 hours,Surplus,1-2 Days,Adequate,Moderate,Low,Critical,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,1-2 Days,Optimal,Low,High,Elevated,None,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Surplus,1-2 Days,Poor,Low,Medium,Low,Mild,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Maintenance,3+ Days,Adequate,Low,Medium,Low,None,Heavy (>85% 1RM),Target,RPE 10 (Max)
<6 hours,Maintenance,0 Days,Adequate,Low,Medium,Low,Mild,Heavy (>85% 1RM),High,RPE 10 (Max)
6-8 hours,Maintenance,1-2 Days,Poor,High,Low,Critical,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,0 Days,Poor,High,Low,Low,Mild,Working (70-85% 1RM),High,RPE 8-9 (Hard)
<6 hours,Maintenance,1-2 Days,Adequate,Moderate,Low,Low,Mild,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Poor,Moderate,Low,Low,Severe,Light (<70% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Maintenance,0 Days,Adequate,Moderate,Low,Low,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Surplus,0 Days,Adequate,Moderate,Low,Critical,Severe,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Surplus,0 Days,Adequate,High,Medium,Elevated,Mild,Heavy (>85% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Maintenance,3+ Days,Adequate,Low,Low,Low,Mild,Light (<70% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Maintenance,3+ Days,Adequate,Low,Medium,Low,None,Light (<70% 1RM),High,RPE 6-7 (Easy)
>8 hours,Surplus,0 Days,Adequate,High,Low,Elevated,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Poor,Low,Medium,Low,Mild,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
>8 hours,Maintenance,1-2 Days,Adequate,Low,Low,Low,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,1-2 Days,Poor,Low,High,Low,Severe,Working (70-85% 1RM),High,RPE 10 (Max)
<6 hours,Maintenance,1-2 Days,Poor,Moderate,Low,Low,Severe,Light (<70% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Deficit,1-2 Days,Poor,Low,Low,Low,Mild,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Deficit,1-2 Days,Poor,Low,Low,Low,Severe,Light (<70% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Maintenance,1-2 Days,Optimal,Moderate,Medium,Elevated,None,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
<6 hours,Maintenance,1-2 Days,Adequate,Moderate,Low,Critical,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Deficit,1-2 Days,Adequate,Moderate,Medium,Low,None,Working (70-85% 1RM),Target,RPE 10 (Max)
6-8 hours,Maintenance,1-2 Days,Optimal,High,Low,Critical,None,Heavy (>85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Surplus,3+ Days,Optimal,Low,Medium,Low,None,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
<6 hours,Deficit,3+ Days,Poor,Moderate,Low,Elevated,Mild,Light (<70% 1RM),Target,RPE 6-7 (Easy)
6-8 hours,Deficit,1-2 Days,Adequate,Low,High,Low,None,Heavy (>85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Surplus,1-2 Days,Adequate,Low,Medium,Low,Severe,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
<6 hours,Maintenance,3+ Days,Adequate,Low,Medium,Low,None,Heavy (>85% 1RM),Target,RPE 10 (Max)
>8 hours,Maintenance,1-2 Days,Adequate,Low,Low,Elevated,None,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
>8 hours,Maintenance,0 Days,Adequate,High,Low,Critical,Mild,Light (<70% 1RM),Low,RPE 6-7 (Easy)
<6 hours,Surplus,1-2 Days,Poor,Low,Medium,Low,Severe,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Surplus,1-2 Days,Poor,Moderate,Medium,Elevated,Mild,Working (70-85% 1RM),Target,RPE 8-9 (Hard)
6-8 hours,Surplus,1-2 Days,Adequate,Low,High,Low,Mild,Heavy (>85% 1RM),Target,RPE 10 (Max)
6-8 hours,Surplus,0 Days,Adequate,Moderate,Medium,Critical,Mild,Working (70-85% 1RM),Low,RPE 6-7 (Easy)
6-8 hours,Deficit,3+ Days,Adequate,Moderate,Medium,Elevated,Mild,Working (70-85% 1RM),Target,RPE 6-7 (Easy)
>8 hours,Maintenance,3+ Days,Optimal,High,Low,Elevated,None,Light (<70% 1RM),Low,RPE 10 (Max)
<6 hours,Surplus,3+ Days,Adequate,Low,Medium,Elevated,None,Working (70-85% 1RM),Target,RPE 10 (Max)
<6 hours,Maintenance,1-2 Days,Adequate,Low,Medium,Low,Mild,Heavy (>85% 1RM),Target,RPE 10 (Max)
>8 hours,Maintenance,1-2 Days,Adequate,Low,Low,Low,None,Working (70-85% 1RM),Target,RPE 10 (Max)
